Date,X,Y,EFamont,EFmédian,EFaval,TopRotor1,TopRotor2,EFstatorAM,EFstatorAV,TopStator,Uf,If,P,Q,Ua,ModInstDéplArbre,MinEFamont,MinEFmédian,MinEFaval,EFccAM,54*EFccMD,EFccAV,RUPTSIG,TEMPOS,ARRET,VIBccAM,VIBccAV,Xmoy,Ymoy,ModCCdéplArbre,ModMoyDéplArbre
mardi 21 décembre 2021 10:58:27,350,-301,5.93,6.53,6.07,0,-40,625,768,4,0,1125,356,67,5129,46,501,588,524,201,147,165,0,5200,0,46,61,313,-209,22,38
mardi 21 décembre 2021 10:58:27,355,-307,5.86,6.62,6.31,0,-40,628,764,4,0,1125,356,67,5129,47,501,588,524,201,147,165,0,5200,0,46,61,313,-209,22,38
mardi 21 décembre 2021 10:58:27,338,-340,5.95,6.9,6.37,0,-40,627,767,4,0,1125,356,67,5129,48,501,588,524,201,147,165,0,5200,0,46,61,313,-209,22,38
mardi 21 décembre 2021 10:58:27,308,-344,6.18,7.15,6.56,0,-40,624,762,4,0,1125,356,67,5129,46,501,588,524,201,147,165,0,5200,0,46,61,313,-209,22,38
mardi 21 décembre 2021 10:58:27,269,-341,6.63,7.37,6.88,0,-40,624,767,4,0,1125,356,67,5129,43,501,588,524,201,147,165,0,5200,0,46,61,313,-209,22,38
mardi 21 décembre 2021 10:58:27,253,-327,7.01,7.24,6.72,0,-40,622,761,4,0,1125,356,67,5129,41,501,588,524,201,147,165,0,5200,0,46,61,313,-209,22,38
mardi 21 décembre 2021 10:58:27,236,-315,6.95,7.2,6.79,0,-40,619,764,4,0,1125,356,67,5129,39,501,588,524,201,147,165,0,5200,0,46,61,313,-209,22,38
mardi 21 décembre 2021 10:58:27,221,-305,6.59,7.01,6.58,0,-40,619,764,4,0,1125,356,67,5129,38,501,588,524,201,147,165,0,5200,0,46,61,313,-209,22,38
mardi 21 décembre 2021 10:58:27,215,-281,6.38,6.81,6.2,0,-40,614,763,4,0,1125,356,67,5129,35,501,588,524,201,147,165,0,5200,0,46,61,313,-209,22,38
mardi 21 décembre 2021 10:58:27,209,-258,6.29,6.7,6.2,274,-40,620,750,4,0,1125,356,67,5129,33,501,588,524,201,147,165,0,5200,0,46,61,313,-209,22,38
mardi 21 décembre 2021 10:58:27,200,-232,6.24,6.71,5.84,0,-40,612,740,4,0,1125,356,67,5129,31,501,588,524,201,147,165,0,5200,0,46,61,313,-209,22,38
mardi 21 décembre 2021 10:58:27,210,-223,6.21,6.68,5.61,0,670,605,743,4,0,1125,356,67,5129,31,501,588,524,201,147,165,0,5200,0,46,61,313,-209,22,38
mardi 21 décembre 2021 10:58:27,206,-199,5.94,6.39,5.68,0,-40,613,746,4,0,1125,356,67,5129,29,501,588,524,201,147,165,0,5200,0,46,61,313,-209,22,38
mardi 21 décembre 2021 10:58:27,239,-175,5.61,6.37,5.43,0,-40,612,743,4,0,1125,356,67,5129,30,501,588,524,201,147,165,0,5200,0,46,61,313,-209,22,38
mardi 21 décembre 2021 10:58:27,239,-143,5.42,6.28,5.73,0,-40,611,752,4,0,1125,356,67,5129,28,501,588,524,201,147,165,0,5200,0,46,61,313,-209,22,38
mardi 21 décembre 2021 10:58:27,238,-123,5.53,6.28,5.81,0,-40,609,748,4,0,1125,356,67,5129,27,501,588,524,201,147,165,0,5200,0,46,61,313,-209,22,38
mardi 21 décembre 2021 10:58:27,254,-105,5.4,6.28,5.75,0,-40,607,741,4,0,1125,356,67,5129,27,501,588,524,201,147,165,0,5200,0,46,61,313,-209,22,38
mardi 21 décembre 2021 10:58:27,275,-112,5.19,6.05,5.85,0,-40,611,753,4,0,1125,356,67,5129,30,501,588,524,201,147,165,0,5200,0,46,61,313,-209,22,38
mardi 21 décembre 2021 10:58:27,308,-102,5.05,5.92,5.59,0,-40,612,755,4,0,1125,356,67,5129,32,501,588,524,201,147,165,0,5200,0,46,61,313,-209,22,38
mardi 21 décembre 2021 10:58:26,319,-105,5.03,5.91,5.5,0,-40,619,732,4,0,1126,356,46,5139,34,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,347,-107,5.54,6.17,5.69,0,-40,625,759,4,0,1126,356,46,5139,36,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,359,-92,5.86,6.19,5.38,0,-40,622,748,4,0,1126,356,46,5139,37,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,373,-112,5.82,6.15,5.51,0,-40,615,749,4,0,1126,356,46,5139,39,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,391,-116,5.72,6.04,5.35,0,-40,623,751,4,0,1126,356,46,5139,41,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,403,-125,5.63,6.02,5.26,0,-40,625,753,4,0,1126,356,46,5139,42,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,433,-147,5.77,6.23,5.42,0,-40,626,760,4,0,1126,356,46,5139,46,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,427,-176,6.06,6.5,5.58,0,-40,628,759,4,0,1126,356,46,5139,46,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,422,-191,6.41,6.69,5.84,0,-40,626,762,4,0,1126,356,46,5139,46,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,418,-208,6.4,6.7,6.21,0,-40,634,766,4,0,1126,356,46,5139,47,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,407,-240,6.23,6.65,6.08,0,-40,636,763,4,0,1126,356,46,5139,47,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,389,-283,5.88,6.52,6.32,0,-40,634,755,4,0,1126,356,46,5139,48,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,386,-281,5.89,6.55,6.22,0,-40,631,753,4,0,1126,356,46,5139,48,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,361,-297,5.93,6.52,6.05,0,-40,629,751,4,0,1126,356,46,5139,47,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,348,-310,5.85,6.61,6.29,0,-40,636,745,4,0,1126,356,46,5139,47,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,329,-338,5.96,6.95,6.37,0,-40,634,747,4,0,1126,356,46,5139,47,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,299,-337,6.21,7.12,6.51,0,-40,631,742,4,0,1126,356,46,5139,45,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,280,-339,6.62,7.3,6.86,0,-40,632,749,4,0,1126,356,46,5139,44,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,261,-334,7,7.18,6.68,0,-40,630,743,4,0,1126,356,46,5139,42,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,236,-323,6.96,7.19,6.72,0,-40,626,747,4,0,1126,356,46,5139,40,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,218,-303,6.61,6.98,6.58,0,-40,627,744,4,0,1126,356,46,5139,37,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,202,-271,6.38,6.78,6.17,0,-40,621,742,4,0,1126,356,46,5139,34,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,201,-254,6.29,6.66,6.2,260,-40,627,730,4,0,1126,356,46,5139,32,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,204,-238,6.25,6.7,5.85,0,-40,620,722,4,0,1126,356,46,5139,31,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,210,-226,6.23,6.66,5.59,0,671,613,724,4,0,1126,356,46,5139,31,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,203,-198,5.92,6.4,5.67,0,-40,622,726,4,0,1126,356,46,5139,28,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,236,-166,5.63,6.37,5.46,0,-40,619,723,4,0,1126,356,46,5139,29,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,234,-138,5.44,6.31,5.75,0,-40,620,731,4,0,1126,356,46,5139,27,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,239,-118,5.52,6.29,5.87,0,-40,617,728,4,0,1126,356,46,5139,27,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,258,-107,5.39,6.29,5.76,0,-40,616,722,4,0,1126,356,46,5139,28,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,290,-115,5.2,6.07,5.88,0,-40,616,733,4,0,1126,356,46,5139,31,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,311,-100,5.05,5.94,5.63,0,-40,620,736,4,0,1126,356,46,5139,33,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,307,-95,5.02,5.91,5.49,0,-40,625,715,4,0,1126,356,46,5139,32,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,332,-113,5.53,6.18,5.67,0,-40,634,739,4,0,1126,356,46,5139,35,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,364,-110,5.85,6.21,5.41,0,-40,628,731,4,0,1126,356,46,5139,38,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,386,-115,5.85,6.17,5.48,0,-40,625,732,4,0,1126,356,46,5139,40,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,402,-105,5.73,6.04,5.34,0,-40,632,734,4,0,1126,356,46,5139,42,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,401,-118,5.6,6.02,5.24,0,-40,635,735,4,0,1126,356,46,5139,42,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,428,-146,5.77,6.21,5.4,0,-40,635,743,4,0,1126,356,46,5139,45,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,417,-180,6.09,6.52,5.58,0,-40,636,739,4,0,1126,356,46,5139,45,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,424,-194,6.43,6.63,5.8,0,-40,634,744,4,0,1126,356,46,5139,47,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,426,-221,6.39,6.64,6.19,0,-40,644,749,4,0,1126,356,46,5139,48,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,414,-238,6.21,6.63,6.07,0,-40,645,744,4,0,1126,356,46,5139,48,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,390,-271,5.88,6.51,6.29,0,-40,642,736,4,0,1126,356,46,5139,47,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,377,-276,5.89,6.52,6.24,0,-40,640,734,4,0,1126,356,46,5139,47,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,358,-301,5.92,6.48,6.04,0,-40,636,731,4,0,1126,356,46,5139,47,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,352,-315,5.85,6.64,6.3,0,-40,646,727,4,0,1126,356,46,5139,47,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,334,-344,5.97,6.97,6.44,0,-40,644,728,4,0,1126,356,46,5139,48,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,296,-337,6.19,7.13,6.51,0,-40,641,723,4,0,1126,356,46,5139,45,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:26,275,-346,6.61,7.34,6.89,0,-40,643,729,4,0,1126,356,46,5139,44,500,583,524,200,154,160,0,5100,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,260,-329,7.02,7.28,6.75,0,-40,640,723,4,0,1126,356,46,5149,42,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,240,-309,6.96,7.16,6.75,0,-40,636,726,4,0,1126,356,46,5149,39,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,223,-304,6.54,6.97,6.6,0,-40,637,725,4,0,1126,356,46,5149,38,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,208,-279,6.36,6.83,6.18,0,-40,631,724,4,0,1126,356,46,5149,35,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,203,-258,6.32,6.77,6.19,247,-40,639,712,4,0,1126,356,46,5149,33,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,206,-236,6.27,6.74,5.9,0,-40,630,704,4,0,1126,356,46,5149,31,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,205,-228,6.22,6.62,5.56,0,669,622,706,4,0,1126,356,46,5149,31,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,204,-196,5.94,6.37,5.64,0,-40,632,714,4,0,1126,356,46,5149,28,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,231,-174,5.57,6.33,5.46,0,-40,629,706,4,0,1126,356,46,5149,29,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,238,-145,5.5,6.34,5.67,0,-40,631,714,4,0,1126,356,46,5149,28,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,240,-123,5.57,6.28,5.84,0,-40,627,711,90,0,1126,356,46,5149,27,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,255,-101,5.31,6.21,5.73,0,-40,626,704,90,0,1126,356,46,5149,27,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,284,-107,5.25,6.06,5.83,0,-40,629,715,90,0,1126,356,46,5149,30,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,318,-105,5.08,6.01,5.62,0,-40,630,718,90,0,1126,356,46,5149,34,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,322,-103,5.01,5.91,5.5,0,-40,636,703,90,0,1126,356,46,5149,34,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,334,-110,5.52,6.12,5.68,0,-40,647,721,4,0,1126,356,46,5149,35,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,358,-97,5.83,6.25,5.42,0,-40,643,712,4,0,1126,356,46,5149,37,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,379,-105,5.94,6.2,5.45,0,-40,636,713,4,0,1126,356,46,5149,39,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,396,-113,5.77,6.03,5.39,0,-40,644,715,4,0,1126,356,46,5149,41,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,401,-123,5.61,5.88,5.27,0,-40,648,716,4,0,1126,356,46,5149,42,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,429,-150,5.77,6.23,5.41,0,-40,648,722,4,0,1126,356,46,5149,45,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,423,-183,6.09,6.59,5.65,0,-40,648,720,4,0,1126,356,46,5149,46,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,430,-193,6.33,6.68,5.8,0,-40,645,725,4,0,1126,356,46,5149,47,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,425,-210,6.39,6.61,6.22,0,-40,656,729,4,0,1126,356,46,5149,47,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,408,-239,6.15,6.69,6.1,0,-40,657,729,4,0,1126,356,46,5149,47,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,387,-285,5.96,6.55,6.25,0,-40,655,718,4,0,1126,356,46,5149,48,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,379,-283,5.9,6.44,6.21,0,-40,652,716,4,0,1126,356,46,5149,47,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,353,-299,5.81,6.52,6.1,0,-40,651,714,4,0,1126,356,46,5149,46,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,348,-306,5.88,6.67,6.15,0,-40,658,709,4,0,1126,356,46,5149,46,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,330,-343,5.95,6.88,6.47,0,-40,656,711,4,0,1126,356,46,5149,48,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,303,-343,6.16,7.15,6.62,0,-40,653,708,4,0,1126,356,46,5149,46,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,280,-344,6.62,7.21,6.67,0,-40,657,713,4,0,1126,356,46,5149,44,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,257,-329,6.97,7.27,6.82,0,-40,651,711,4,0,1126,356,46,5149,42,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,238,-315,6.99,7.18,6.77,0,-40,647,709,4,0,1126,356,46,5149,39,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,216,-299,6.64,6.98,6.39,0,-40,649,707,4,0,1126,356,46,5149,37,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,202,-280,6.35,6.77,6.28,0,-40,642,706,4,0,1126,356,46,5149,35,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,204,-261,6.3,6.72,6.11,236,-40,652,696,4,0,1126,356,46,5149,33,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,214,-237,6.27,6.75,5.81,0,-40,643,688,4,0,1126,356,46,5149,32,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,208,-228,6.21,6.61,5.75,0,451,636,691,4,0,1126,356,46,5149,31,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,197,-195,5.91,6.36,5.55,0,-40,646,695,4,0,1126,356,46,5149,28,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,233,-175,5.56,6.35,5.57,0,-40,641,689,4,0,1126,356,46,5149,29,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,241,-144,5.49,6.35,5.72,0,-40,647,697,4,0,1126,356,46,5149,28,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,236,-119,5.58,6.33,5.69,0,-40,641,693,4,0,1126,356,46,5149,26,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,250,-108,5.33,6.23,5.93,0,-40,640,692,4,0,1126,356,46,5149,27,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,287,-113,5.27,6.11,5.83,0,-40,642,698,4,0,1126,356,46,5149,31,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,324,-104,5.06,6.04,5.55,0,-40,644,701,4,0,1126,356,46,5149,34,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,313,-99,5.02,5.89,5.65,0,-40,648,688,4,0,1126,356,46,5149,33,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,329,-114,5.54,6.14,5.51,0,-40,663,703,4,0,1126,356,46,5149,35,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,364,-104,5.84,6.27,5.48,0,-40,657,697,4,0,1126,356,46,5149,38,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:25,388,-107,5.95,6.2,5.44,0,-40,651,698,4,0,1126,356,46,5149,40,500,583,524,200,154,160,0,5000,0,65,43,313,-209,22,38
mardi 21 décembre 2021 10:58:24,397,-107,5.76,6,5.26,0,-40,659,700,4,0,1123,356,46,5148,41,501,581,526,205,156,156,0,4900,0,93,32,313,-209,22,38
mardi 21 décembre 2021 10:58:24,400,-121,5.59,5.85,5.34,0,-40,663,700,4,0,1123,356,46,5148,42,501,581,526,205,156,156,0,4900,0,93,32,313,-209,22,38
mardi 21 décembre 2021 10:58:24,429,-152,5.76,6.2,5.34,0,-40,657,705,4,0,1123,356,46,5148,46,501,581,526,205,156,156,0,4900,0,93,32,313,-209,22,38
mardi 21 décembre 2021 10:58:24,430,-184,6.09,6.54,5.54,0,-40,663,704,4,0,1123,356,46,5148,47,501,581,526,205,156,156,0,4900,0,93,32,313,-209,22,38
mardi 21 décembre 2021 10:58:24,424,-201,6.33,6.64,5.98,0,-40,659,708,4,0,1123,356,46,5148,47,501,581,526,205,156,156,0,4900,0,93,32,313,-209,22,38
mardi 21 décembre 2021 10:58:24,418,-217,6.41,6.59,6.02,0,-40,670,712,4,0,1123,356,46,5148,47,501,581,526,205,156,156,0,4900,0,93,32,313,-209,22,38
mardi 21 décembre 2021 10:58:24,408,-234,6.17,6.68,6.23,0,-40,671,712,4,0,1123,356,46,5148,47,501,581,526,205,156,156,0,4900,0,93,32,313,-209,22,38
mardi 21 décembre 2021 10:58:24,388,-273,5.96,6.56,6.32,0,-40,669,702,4,0,1123,356,46,5148,47,501,581,526,205,156,156,0,4900,0,93,32,313,-209,22,38
mardi 21 décembre 2021 10:58:24,377,-281,5.89,6.41,6.08,0,-40,666,703,4,0,1123,356,46,5148,47,501,581,526,205,156,156,0,4900,0,93,32,313,-209,22,38
mardi 21 décembre 2021 10:58:24,369,-301,5.8,6.52,6.23,0,-40,663,699,4,0,1123,356,46,5148,48,501,581,526,205,156,156,0,4900,0,93,32,313,-209,22,38
mardi 21 décembre 2021 10:58:24,361,-309,5.87,6.7,6.25,0,-40,675,696,4,0,1123,356,46,5148,48,501,581,526,205,156,156,0,4900,0,93,32,313,-209,22,38
mardi 21 décembre 2021 10:58:24,330,-343,5.98,6.92,6.43,0,-40,671,697,4,0,1123,356,46,5148,48,501,581,526,205,156,156,0,4900,0,93,32,313,-209,22,38
mardi 21 décembre 2021 10:58:24,284,-334,6.15,7.15,6.7,0,-40,667,691,4,0,1123,356,46,5148,44,501,581,526,205,156,156,0,4900,0,93,32,313,-209,22,38
mardi 21 décembre 2021 10:58:24,271,-343,6.61,7.27,6.69,0,-40,671,696,4,0,1123,356,46,5148,44,501,581,526,205,156,156,0,4900,0,93,32,313,-209,22,38
mardi 21 décembre 2021 10:58:24,270,-337,6.98,7.32,6.83,0,-40,666,693,4,0,1123,356,46,5148,43,501,581,526,205,156,156,0,4900,0,93,32,313,-209,22,38
mardi 21 décembre 2021 10:58:24,241,-313,6.98,7.21,6.81,0,-40,662,694,4,0,1123,356,46,5148,39,501,581,526,205,156,156,0,4900,0,93,32,313,-209,22,38
mardi 21 décembre 2021 10:58:24,212,-301,6.62,6.99,6.4,0,-40,664,692,4,0,1123,356,46,5148,37,501,581,526,205,156,156,0,4900,0,93,32,313,-209,22,38
mardi 21 décembre 2021 10:58:24,189,-277,6.35,6.79,6.26,0,-40,656,690,4,0,1123,356,46,5148,34,501,581,526,205,156,156,0,4900,0,93,32,313,-209,22,38
mardi 21 décembre 2021 10:58:24,208,-263,6.3,6.72,6.13,224,-40,667,682,4,0,1123,356,46,5148,33,501,581,526,205,156,156,0,4900,0,93,32,313,-209,22,38
mardi 21 décembre 2021 10:58:24,221,-238,6.27,6.76,5.77,0,-40,658,675,4,0,1123,356,46,5148,32,501,581,526,205,156,156,0,4900,0,93,32,313,-209,22,38
mardi 21 décembre 2021 10:58:24,217,-222,6.22,6.6,5.74,0,437,650,678,4,0,1123,356,46,5148,31,501,581,526,205,156,156,0,4900,0,93,32,313,-209,22,38
mardi 21 décembre 2021 10:58:24,201,-190,5.91,6.34,5.55,0,-40,662,678,4,0,1123,356,46,5148,28,501,581,526,205,156,156,0,4900,0,93,32,313,-209,22,38
mardi 21 décembre 2021 10:58:24,228,-174,5.57,6.37,5.54,0,-40,656,675,4,0,1123,356,46,5148,29,501,581,526,205,156,156,0,4900,0,93,32,313,-209,22,38
mardi 21 décembre 2021 10:58:24,232,-144,5.49,6.32,5.72,0,-40,664,682,4,0,1123,356,46,5148,27,501,581,526,205,156,156,0,4900,0,93,32,313,-209,22,38
mardi 21 décembre 2021 10:58:24,241,-117,5.57,6.27,5.66,0,-40,656,681,4,0,1123,356,46,5148,27,501,581,526,205,156,156,0,4900,0,93,32,313,-209,22,38
mardi 21 décembre 2021 10:58:24,258,-97,5.32,6.2,5.91,0,-40,657,674,4,0,1125,356,46,5144,28,501,581,526,205,156,156,0,4900,0,93,32,313,-209,22,38
mardi 21 décembre 2021 10:58:24,289,-113,5.29,6.1,5.83,0,-40,657,684,4,0,1125,356,46,5144,31,501,581,526,205,156,156,0,4900,0,93,32,313,-209,22,38
mardi 21 décembre 2021 10:58:24,318,-110,5.06,6.02,5.56,0,-40,658,687,4,0,1125,356,46,5144,34,501,581,526,205,156,156,0,4900,0,93,32,313,-209,22,38
mardi 21 décembre 2021 10:58:24,312,-94,5,5.88,5.67,0,-40,662,676,4,0,1125,356,46,5144,33,501,581,526,205,156,156,0,4900,0,93,32,313,-209,22,38
